"reference_id","citation_key","citation_aliases","authors","year","title","publication","volume","issue","pages","doi","hyperlink","formatted_reference","reference_type","metadata_source","source_types","core_criteria","related_criteria","model_applications","glossary_terms","landing_sections","match_status","review_notes"
"guillera_arroita_2014","Guillera-Arroita et al. 2014","Guillera-Arroita et al. 2014","Guillera-Arroita, Gurutzeta, José J. Lahoz-Monfort, Jane Elith, et al.","2014","Maxent Is Not a Presence–Absence Method: A Comment on Thibaud et Al","Methods in Ecology and Evolution","5","11","1192–97","10.1111/2041-210X.12252","https://doi.org/10.1111/2041-210X.12252","Guillera-Arroita, Gurutzeta, José J. Lahoz-Monfort, Jane Elith, et al. “Maxent Is Not a Presence–Absence Method: A Comment on Thibaud et Al.” Methods in Ecology and Evolution, vol. 5, no. 11, 2014, pp. 1192–97, https://doi.org/10.1111/2041-210X.12252.","journal-article","Zotero bibliography","Core criterion","Prediction 35: Model outputs scaling into absolute probability of presence is appropriate, if applicable; Projection 35: Model outputs scaling into absolute probability of presence is appropriate, if applicable","","","","","matched_zotero_author_year","Matched to the Zotero bibliography by a unique first-author and publication-year combination."
"guisan_2005","Guisan & Thuiller 2005","Guisan & Thuiller 2005","Guisan, Antoine, and Wilfried Thuiller.","2005","Predicting Species Distribution: Offering More than Simple Habitat Models","Ecology Letters","8","9","993–1009","10.1111/j.1461-0248.2005.00792.x","https://doi.org/10.1111/j.1461-0248.2005.00792.x","Guisan, Antoine, and Wilfried Thuiller. “Predicting Species Distribution: Offering More than Simple Habitat Models.” Ecology Letters, vol. 8, no. 9, 2005, pp. 993–1009, https://doi.org/10.1111/j.1461-0248.2005.00792.x.","journal-article","Zotero bibliography","Core criterion","Prediction 13: Independence of species observations; Prediction 2: Niche stability; Projection 13: Independence of species observations; Projection 2: Niche stability","","","","","matched_zotero_author_year","Matched to the Zotero bibliography by a unique first-author and publication-year combination."
"jimenez_valverde_2011","Jiménez-Valverde 2011","Jiménez-Valverde 2011","Jiménez-Valverde, Alberto.","2012","Insights into the Area under the Receiver Operating Characteristic Curve (AUC) as a Discrimination Measure in Species Distribution Modelling","Global Ecology and Biogeography","21","4","498–507","10.1111/j.1466-8238.2011.00683.x","https://doi.org/10.1111/j.1466-8238.2011.00683.x","Jiménez-Valverde, Alberto. “Insights into the Area under the Receiver Operating Characteristic Curve (AUC) as a Discrimination Measure in Species Distribution Modelling.” Global Ecology and Biogeography, vol. 21, no. 4, 2012, pp. 498–507, https://doi.org/10.1111/j.1466-8238.2011.00683.x.","journal-article","Zotero bibliography","Core criterion","Prediction 30: Performance/evaluation metrics are appropriate; Projection 30: Performance/evaluation metrics are appropriate","","","","","probable_zotero_match_review","Probable Zotero match. The app source cites ""Jiménez-Valverde 2011""; Zotero gives first author ""Jiménez-Valverde"" and publication year 2012. Confirm the author/year and update the source citation if appropriate. The previous draft DOI differed and was replaced with the Zotero DOI."
"lahoz_monfort_2013","Lahoz-Monfort et al. 2013","Lahoz-Monfort et al. 2013","Lahoz-Monfort, José J., et al.","2014","Imperfect Detection Impacts the Performance of Species Distribution Models","Global Ecology and Biogeography","23","4","504–15","10.1111/geb.12138","https://doi.org/10.1111/geb.12138","Lahoz-Monfort, José J., et al. “Imperfect Detection Impacts the Performance of Species Distribution Models.” Global Ecology and Biogeography, vol. 23, no. 4, 2014, pp. 504–15, https://doi.org/10.1111/geb.12138.","journal-article","Zotero bibliography","Core criterion","Prediction 14: Perfect detection ; Projection 14: Perfect detection","","","","","probable_zotero_match_review","Probable Zotero match. The app source cites ""Lahoz-Monfort et al. 2013""; Zotero gives first author ""Lahoz-Monfort"" and publication year 2014. Confirm the author/year and update the source citation if appropriate. The previous draft DOI differed and was replaced with the Zotero DOI."
"mcinerny_2011","McInerny & Purves 2011","McInerny & Purves 2011","McInerny, Greg J., and Drew W. Purves.","2011","Fine-Scale Environmental Variation in Species Distribution Modelling: Regression Dilution, Latent Variables and Neighbourly Advice","Methods in Ecology and Evolution","2","3","248–57","10.1111/j.2041-210X.2010.00077.x","https://doi.org/10.1111/j.2041-210X.2010.00077.x","McInerny, Greg J., and Drew W. Purves. “Fine-Scale Environmental Variation in Species Distribution Modelling: Regression Dilution, Latent Variables and Neighbourly Advice.” Methods in Ecology and Evolution, vol. 2, no. 3, 2011, pp. 248–57, https://doi.org/10.1111/j.2041-210X.2010.00077.x.","journal-article","Zotero bibliography","Core criterion","Prediction 19: Uncertainty in predictor variables is accounted for; Projection 19: Uncertainty in predictor variables is accounted for","","","","","matched_zotero_author_year","Matched to the Zotero bibliography by a unique first-author and publication-year combination."
"merow_2016","Merow et al. 2016","Merow et al. 2016","","2016","","","","","","","https://search.crossref.org/?q=Merow%20et%20al.%202016","","","Unresolved","Core criterion","Prediction 1: Species-environment equilibrium; Projection 1: Species-environment equilibrium","","","","","not_found_in_zotero","Not found in the supplied Zotero bibliography. The hyperlink opens a Crossref search; bibliographic details require review."
"moudry_2012","Moudrý & Šímová 2012","Moudrý & Šímová 2012","Moudrý, Vítězslav, and Petra Šímová.","2012","Influence of Positional Accuracy, Sample Size and Scale on Modelling Species Distributions: A Review","International Journal of Geographical Information Science","26","11","2083–95","10.1080/13658816.2012.721553","https://doi.org/10.1080/13658816.2012.721553","Moudrý, Vítězslav, and Petra Šímová. “Influence of Positional Accuracy, Sample Size and Scale on Modelling Species Distributions: A Review.” International Journal of Geographical Information Science, vol. 26, no. 11, 2012, pp. 2083–95, https://doi.org/10.1080/13658816.2012.721553.","journal-article","Zotero bibliography","Related criterion","","Prediction 15: Predictors spatial resolution matches species data; Projection 15: Predictors spatial resolution matches species data","","","","matched_zotero_author_year","Matched to the Zotero bibliography by a unique first-author and publication-year combination."
"osborne_2009","Osborne & Leitão 2009","Osborne & Leitão 2009","Osborne, Patrick E., and Pedro J. Leitão.","2009","Effects of Species and Habitat Positional Errors on the Performance and Interpretation of Species Distribution Models","Diversity and Distributions","15","4","671–81","10.1111/j.1472-4642.2009.00572.x","https://doi.org/10.1111/j.1472-4642.2009.00572.x","Osborne, Patrick E., and Pedro J. Leitão. “Effects of Species and Habitat Positional Errors on the Performance and Interpretation of Species Distribution Models.” Diversity and Distributions, vol. 15, no. 4, 2009, pp. 671–81, https://doi.org/10.1111/j.1472-4642.2009.00572.x.","journal-article","Zotero bibliography","Core criterion","Prediction 8: Lack of spatial positional error; Projection 8: Lack of spatial positional error","","","","","matched_zotero_author_year","Matched to the Zotero bibliography by a unique first-author and publication-year combination."
"phillips_2013","Phillips & Elith 2013","Phillips & Elith 2013","Phillips, Steven J., and Jane Elith.","2013","On Estimating Probability of Presence from Use–Availability or Presence–Background Data","Ecology","94","6","1409–19","10.1890/12-1520.1","https://doi.org/10.1890/12-1520.1","Phillips, Steven J., and Jane Elith. “On Estimating Probability of Presence from Use–Availability or Presence–Background Data.” Ecology, vol. 94, no. 6, 2013, pp. 1409–19, https://doi.org/10.1890/12-1520.1.","journal-article","Zotero bibliography","Core criterion","Prediction 35: Model outputs scaling into absolute probability of presence is appropriate, if applicable; Projection 35: Model outputs scaling into absolute probability of presence is appropriate, if applicable","","","","","matched_zotero_author_year","Matched to the Zotero bibliography by a unique first-author and publication-year combination."
"poggiato_2025","Poggiato et al. 2025","Poggiato et al. 2025","Poggiato, Giovanni, et al.","2025","Integrating Food Webs in Species Distribution Models Can Improve Ecological Niche Estimation and Predictions","Ecography","2025","5","e07546","10.1111/ecog.07546","https://doi.org/10.1111/ecog.07546","Poggiato, Giovanni, et al. “Integrating Food Webs in Species Distribution Models Can Improve Ecological Niche Estimation and Predictions.” Ecography, vol. 2025, no. 5, 2025, p. e07546, https://doi.org/10.1111/ecog.07546.","journal-article","Zotero bibliography","Core criterion","Prediction 21.2: Model complexity and structure are appropriate (over fit models); Prediction 4.1: Eltonian noise (positive interactions); Projection 21.2: Model complexity and structure are appropriate (over fit models); Projection 4.1: Eltonian noise (positive interactions)","","","","","matched_zotero_author_year","Matched to the Zotero bibliography by a unique first-author and publication-year combination."
"soley_guardia_2024","Soley-Guardia et al. 2024","Soley-Guardia et al. (2024) | Soley-Guardia et al. 2024","Soley-Guardia, Mariano, et al.","2024","Top Ten Hazards to Avoid When Modeling Species Distributions: A Didactic Guide of Assumptions, Problems, and Recommendations","Ecography, n/a","","n/a","e06852","10.1111/ecog.06852","https://doi.org/10.1111/ecog.06852","Soley-Guardia, Mariano, et al. “Top Ten Hazards to Avoid When Modeling Species Distributions: A Didactic Guide of Assumptions, Problems, and Recommendations.” Ecography, n/a, no. n/a, Jan. 2024, p. e06852. Wiley Online Library, https://doi.org/10.1111/ecog.06852.","journal-article","Zotero bibliography","Core criterion; Glossary; Related criterion","Prediction 1: Species-environment equilibrium; Prediction 10: Species data covers the environmental extent; Prediction 13: Independence of species observations; Prediction 21.2: Model complexity and structure are appropriate (over fit models); Prediction 30: Performance/evaluation metrics are appropriate; Prediction 35: Model outputs scaling into absolute probability of presence is appropriate, if applicable; Prediction 4.1: Eltonian noise (positive interactions); Prediction 7: Correct taxonomic identification; Prediction 8: Lack of spatial positional error; Projection 1: Species-environment equilibrium; Projection 10: Species data covers the environmental extent; Projection 13: Independence of species observations; Projection 21.2: Model complexity and structure are appropriate (over fit models); Projection 30: Performance/evaluation metrics are appropriate; Projection 34: Model transferability is accurate ; Projection 35: Model outputs scaling into absolute probability of presence is appropriate, if applicable; Projection 4.1: Eltonian noise (positive interactions); Projection 7: Correct taxonomic identification; Projection 8: Lack of spatial positional error","Prediction 11: Species data covers the geographic extent; Prediction 15: Predictors spatial resolution matches species data; Prediction 17: Predictors are relevant for the species response; Prediction 22: Biases and noise in species datasets are treated ; Prediction 26: Statistical methods and algorithms employed are appropriate; Prediction 29: Predictor variables are appropriately reduced, if applicable; Prediction 32: Model training and validation datasets are appropriate; Prediction 33: Extrapolation approach is appropriate; Prediction 9: Unbiased species data; Projection 11: Species data covers the geographic extent; Projection 15: Predictors spatial resolution matches species data; Projection 17: Predictors are relevant for the species response; Projection 20: Non-novel conditions; Projection 22: Biases and noise in species datasets are treated ; Projection 26: Statistical methods and algorithms employed are appropriate; Projection 29: Predictor variables are appropriately reduced, if applicable; Projection 32: Model training and validation datasets are appropriate; Projection 9: Unbiased species data","","Assumptions; Criteria","","matched_zotero_author_year","Matched to the Zotero bibliography by a unique first-author and publication-year combination."
"stockwell_2002","Stockwell & Peterson 2002","Stockwell & Peterson 2002","Stockwell, David R. B., and A. Townsend Peterson.","2002","Effects of Sample Size on Accuracy of Species Distribution Models","Ecological Modelling","148","1","1–13","10.1016/S0304-3800(01)00388-X","https://doi.org/10.1016/S0304-3800(01)00388-X","Stockwell, David R. B., and A. Townsend Peterson. “Effects of Sample Size on Accuracy of Species Distribution Models.” Ecological Modelling, vol. 148, no. 1, 2002, pp. 1–13, https://doi.org/10.1016/S0304-3800(01)00388-X.","journal-article","Zotero bibliography","Related criterion","","Prediction 12: Species data sample size is appropriate; Projection 12: Species data sample size is appropriate","","","","matched_zotero_author_year","Matched to the Zotero bibliography by a unique first-author and publication-year combination."
"svenning_2008","Svenning et al. 2008","Svenning et al. 2008","","2008","","","","","","","https://search.crossref.org/?q=Svenning%20et%20al.%202008","","","Unresolved","Core criterion","Prediction 1: Species-environment equilibrium; Projection 1: Species-environment equilibrium","","","","","not_found_in_zotero","Not found in the supplied Zotero bibliography. The hyperlink opens a Crossref search; bibliographic details require review."
"veloz_2009","Veloz 2009","Veloz 2009","","2009","","","","","","","https://search.crossref.org/?q=Veloz%202009","","","Unresolved","Related criterion","","Prediction 9: Unbiased species data; Projection 9: Unbiased species data","","","","not_found_in_zotero","Not found in the supplied Zotero bibliography. The hyperlink opens a Crossref search; bibliographic details require review."
"viana_2022","Viana & Chase 2022","Viana & Chase 2022","","2022","","","","","","","https://search.crossref.org/?q=Viana%20%26%20Chase%202022","","","Unresolved","Core criterion","Prediction 1: Species-environment equilibrium; Projection 1: Species-environment equilibrium","","","","","not_found_in_zotero","Not found in the supplied Zotero bibliography. The hyperlink opens a Crossref search; bibliographic details require review."
"wintle_2006","Wintle & Bardos 2006","Wintle & Bardos 2006","Wintle, B. A., and D. C. Bardos.","2006","Modeling Species-Habitat Relationships with Spatially Autocorrelated Observation Data","Ecological Applications","16","5","1945–58","10.1890/1051-0761(2006)016%5B1945:MSRWSA%5D2.0.CO;2","https://doi.org/10.1890/1051-0761(2006)016%5B1945:MSRWSA%5D2.0.CO;2","Wintle, B. A., and D. C. Bardos. “Modeling Species-Habitat Relationships with Spatially Autocorrelated Observation Data.” Ecological Applications, vol. 16, no. 5, 2006, pp. 1945–58, https://doi.org/10.1890/1051-0761(2006)016%5B1945:MSRWSA%5D2.0.CO;2.","journal-article","Zotero bibliography","Core criterion","Prediction 13: Independence of species observations; Projection 13: Independence of species observations","","","","","matched_zotero_author_year","Matched to the Zotero bibliography by a unique first-author and publication-year combination. The previous draft DOI differed and was replaced with the Zotero DOI."
"zurell_2017","Zurell 2017","Zurell 2017","Zurell, Damaris.","2017","Integrating Demography, Dispersal and Interspecific Interactions into Bird Distribution Models","Journal of Avian Biology","48","12","1505–16","10.1111/jav.01225","https://doi.org/10.1111/jav.01225","Zurell, Damaris. “Integrating Demography, Dispersal and Interspecific Interactions into Bird Distribution Models.” Journal of Avian Biology, vol. 48, no. 12, 2017, pp. 1505–16, https://doi.org/10.1111/jav.01225.","journal-article","Zotero bibliography","Core criterion; Related criterion","Prediction 16.2: Predictors resolution matches response scale (temporal); Projection 16.2: Predictors resolution matches response scale (temporal)","Prediction 3: No dispersal limitation; Projection 3: No dispersal limitation","","","","matched_zotero_author_year","Matched to the Zotero bibliography by a unique first-author and publication-year combination."
"zurell_2023","Zurell et al. 2023","Zurell et al. 2023","Zurell, Damaris, Katrin Schifferle, et al.","2024","Range and Climate Niche Shifts in European and North American Breeding Birds","Philosophical Transactions of the Royal Society B: Biological Sciences","379","1902","20230013","10.1098/rstb.2023.0013","https://doi.org/10.1098/rstb.2023.0013","Zurell, Damaris, Katrin Schifferle, et al. “Range and Climate Niche Shifts in European and North American Breeding Birds.” Philosophical Transactions of the Royal Society B: Biological Sciences, vol. 379, no. 1902, Apr. 2024, p. 20230013, https://doi.org/10.1098/rstb.2023.0013.","journal-article","Zotero bibliography","Related criterion","","Prediction 3: No dispersal limitation; Projection 3: No dispersal limitation","","","","probable_zotero_match_review","Probable Zotero match. The app source cites ""Zurell et al. 2023""; Zotero gives first author ""Zurell"" and publication year 2024. Confirm the author/year and update the source citation if appropriate. The previous draft DOI differed and was replaced with the Zotero DOI."
"araujo_2012","Araújo & Peterson 2012","Araújo & Peterson 2012","Miguel B. Araújo; A. Townsend Peterson","2012","Uses and misuses of bioclimatic envelope modeling","Ecology","93","7","1527-1539","10.1890/11-1930.1","https://doi.org/10.1890/11-1930.1","Araújo & Peterson 2012. Uses and misuses of bioclimatic envelope modeling. Ecology | Araújo & Peterson 2012. Uses and misuses of bioclimatic envelope modeling. Ecology.","journal-article","Application inventory","Model application","","","Distribution or realized niche shift assessment; Intraspecific distribution or niche change assessment","","","source_citation_not_in_zotero","Not found in the supplied Zotero bibliography. DOI was supplied in application_inventory.csv and the Crossref title matches the supplied citation (automated title coverage 1). Confirm during review."
"baker_2021","Baker et al. 2021","Baker et al. 2021","David J. Baker; Ilya M. D. Maclean; Martin Goodall; Kevin J. Gaston","2020","Species distribution modelling is needed to support ecological impact assessments","Journal of Applied Ecology","58","1","21-26","10.1111/1365-2664.13782","https://doi.org/10.1111/1365-2664.13782","Baker et al. 2021. Species distribution modelling is needed to support ecological impact assessments. Journal of Applied Ecology.","journal-article","Application inventory","Model application","","","Anthropogenic-disturbance screening for avoidance or constraints; Land-use planning constraints","","","source_citation_not_in_zotero","Not found in the supplied Zotero bibliography. DOI was supplied in application_inventory.csv and the Crossref title matches the supplied citation (automated title coverage 1). Confirm during review."
"broennimann_2012","Broennimann et al. 2012","Broennimann et al. 2012","Olivier Broennimann; Matthew C. Fitzpatrick; Peter B. Pearman; Blaise Petitpierre; Loïc Pellissier; Nigel G. Yoccoz; Wilfried Thuiller; Marie‐Josée Fortin; Christophe Randin; Niklaus E. Zimmermann; Catherine H. Graham; Antoine Guisan","2011","Measuring ecological niche overlap from occurrence and spatial environmental data","Global Ecology and Biogeography","21","4","481-497","10.1111/j.1466-8238.2011.00698.x","https://doi.org/10.1111/j.1466-8238.2011.00698.x","Broennimann et al. 2012. Measuring ecological niche overlap from occurrence and spatial environmental data. Global Ecology and Biogeography.","journal-article","Application inventory","Model application","","","Distribution or realized niche shift assessment; Environmental niche variation or differentiation analysis; Habitat-overlap or niche-overlap analysis","","","source_citation_not_in_zotero","Not found in the supplied Zotero bibliography. DOI was supplied in application_inventory.csv and the Crossref title matches the supplied citation (automated title coverage 1). Confirm during review."
"chiffard_2020","Chiffard et al. 2020","Chiffard et al. 2020","Jules Chiffard; Coline Marciau; Nigel Gilles Yoccoz; Florent Mouillot; Stéphane Duchateau; Iris Nadeau; Philippe Fontanilles; Aurélien Besnard","2020","Adaptive niche‐based sampling to improve ability to find rare and elusive species: Simulations and field tests","Methods in Ecology and Evolution","11","8","899-909","10.1111/2041-210x.13399","https://doi.org/10.1111/2041-210x.13399","Chiffard et al. 2020. Adaptive niche-based sampling to improve ability to find rare and elusive species. Methods in Ecology and Evolution.","journal-article","Application inventory","Model application","","","Sampling design optimization","","","source_citation_not_in_zotero","Not found in the supplied Zotero bibliography. DOI was supplied in application_inventory.csv and the Crossref title matches the supplied citation (automated title coverage 0.77). Confirm during review."
"conde_2010","Conde et al. 2010","Conde et al. 2010","Dalia A. Conde; Fernando Colchero; Heliot Zarza; Norman L. Christensen; Joseph O. Sexton; Carlos Manterola; Cuauhtémoc Chávez; Antonio Rivera; Danae Azuara; Gerardo Ceballos","2010","Sex matters: Modeling male and female habitat differences for jaguar conservation","Biological Conservation","143","9","1980-1988","10.1016/j.biocon.2010.04.049","https://doi.org/10.1016/j.biocon.2010.04.049","Conde et al. 2010. Sex matters: Modeling male and female habitat differences for jaguar conservation. Biological Conservation.","journal-article","Application inventory","Model application","","","Habitat-overlap or niche-overlap analysis","","","source_citation_not_in_zotero","Not found in the supplied Zotero bibliography. DOI was supplied in application_inventory.csv and the Crossref title matches the supplied citation (automated title coverage 1). Confirm during review."
"elith_2009_2","Elith & Leathwick 2009","Elith & leathwick (2009) | Elith & Leathwick (2009) | Elith & leathwick 2009 | Elith & Leathwick 2009","Elith, Jane, and John R. Leathwick.","2009","Species Distribution Models: Ecological Explanation and Prediction Across Space and Time","Annual Review of Ecology, Evolution, and Systematics","40","Volume 40","677–97","10.1146/annurev.ecolsys.110308.120159","https://doi.org/10.1146/annurev.ecolsys.110308.120159","Elith, Jane, and John R. Leathwick. “Species Distribution Models: Ecological Explanation and Prediction Across Space and Time.” Annual Review of Ecology, Evolution, and Systematics, vol. 40, no. Volume 40, 2009, 2009, pp. 677–97, https://doi.org/10.1146/annurev.ecolsys.110308.120159.","journal-article","Zotero bibliography","Glossary; Model application; Related criterion","","Prediction 26: Statistical methods and algorithms employed are appropriate; Prediction 6: Understanding the ecological processes driving species distribution and abundances; Projection 26: Statistical methods and algorithms employed are appropriate; Projection 6: Understanding the ecological processes driving species distribution and abundances","Abiotic and biotic driver interpretation; Fire-effect assessment; Forest heterogeneity relevance analysis; Habitat distribution mapping; Niche estimation; Source-sink habitat description; Species co-occurrence description; Species or habitat-class categorization","Explanation (Hypothesis testing); Species distribution models (SDMs)","","matched_zotero_author_year","Matched to the Zotero bibliography by a unique first-author and publication-year combination."
"fois_2015","Fois et al. 2015","Fois et al. 2015","Mauro Fois; Giuseppe Fenu; Alba Cuena Lombraña; Donatella Cogoni; Gianluigi Bacchetta","2015","A practical method to speed up the discovery of unknown populations using Species Distribution Models","Journal for Nature Conservation","24","","42-48","10.1016/j.jnc.2015.02.001","https://doi.org/10.1016/j.jnc.2015.02.001","Fois et al. 2015. A practical method to speed up the discovery of unknown populations using species distribution models. Journal for Nature Conservation.","journal-article","Application inventory","Model application","","","Species inventory or survey planning","","","source_citation_not_in_zotero","Not found in the supplied Zotero bibliography. DOI was supplied in application_inventory.csv and the Crossref title matches the supplied citation (automated title coverage 1). Confirm during review."
"guisan_2013","Guisan et al. 2013","Guisan et al. (2013) | Guisan et al. 2013","Antoine Guisan; Reid Tingley; John B. Baumgartner; Ilona Naujokaitis‐Lewis; Patricia R. Sutcliffe; Ayesha I. T. Tulloch; Tracey J. Regan; Lluis Brotons; Eve McDonald‐Madden; Chrystal Mantyka‐Pringle; Tara G. Martin; Jonathan R. Rhodes; Ramona Maggini; Samantha A. Setterfield; Jane Elith; Mark W. Schwartz; Brendan A. Wintle; Olivier Broennimann; Mike Austin; Simon Ferrier; Michael R. Kearney; Hugh P. Possingham; Yvonne M. Buckley","2013","Predicting species distributions for conservation decisions","Ecology Letters","16","12","1424-1435","10.1111/ele.12189","https://doi.org/10.1111/ele.12189","Guisan et al. 2013. Predicting species distributions for conservation decisions. Ecology Letters.","journal-article","Application inventory","Core criterion; Glossary; Model application","Prediction 31: Setting an appropriate threshold, if applicable; Projection 31: Setting an appropriate threshold, if applicable","","Climate-adaptation allocation planning; Connectivity network prioritization; Future threat screening; Invasion control allocation; Restoration site prioritization","Commission errors; Model application","","source_citation_not_in_zotero","Not found in the supplied Zotero bibliography. DOI was supplied in application_inventory.csv and the Crossref title matches the supplied citation (automated title coverage 1). Confirm during review."
"hunter_ayad_2020","Hunter-Ayad et al. 2020","Hunter-Ayad et al. 2020","James Hunter‐Ayad; Ralf Ohlemüller; Mariano R. Recio; Philip J. Seddon","2020","Reintroduction modelling: A guide to choosing and combining models for species reintroductions","Journal of Applied Ecology","57","7","1233-1243","10.1111/1365-2664.13629","https://doi.org/10.1111/1365-2664.13629","Hunter-Ayad et al. 2020. Reintroduction modelling: A guide to choosing and combining ecological models. Journal of Applied Ecology.","journal-article","Application inventory","Model application","","","Reintroduction site feasibility screening","","","source_citation_not_in_zotero","Not found in the supplied Zotero bibliography. DOI was supplied in application_inventory.csv and the Crossref title matches the supplied citation (automated title coverage 0.75). Confirm during review."
"jetz_2019","Jetz et al. 2019","Jetz et al. 2019","Walter Jetz; Melodie A. McGeoch; Robert Guralnick; Simon Ferrier; Jan Beck; Mark J. Costello; Miguel Fernandez; Gary N. Geller; Petr Keil; Cory Merow; Carsten Meyer; Frank E. Muller-Karger; Henrique M. Pereira; Eugenie C. Regan; Dirk S. Schmeller; Eren Turak","2019","Essential biodiversity variables for mapping and monitoring species populations","Nature Ecology & Evolution","3","4","539-551","10.1038/s41559-019-0826-1","https://doi.org/10.1038/s41559-019-0826-1","Jetz et al. 2019. Essential biodiversity variables for mapping and monitoring species populations. Nature Ecology & Evolution.","journal-article","Application inventory","Model application","","","Biodiversity metrics & mapping; Habitat-loss assessment; Protected-area coverage assessment","","","source_citation_not_in_zotero","Not found in the supplied Zotero bibliography. DOI was supplied in application_inventory.csv and the Crossref title matches the supplied citation (automated title coverage 1). Confirm during review."
"karp_2025","Karp et al. 2025","Karp et al. 2025","Melissa A Karp; Megan Cimino; J Kevin Craig; Daniel P Crear; Christopher Haak; Elliott L Hazen; Isaac Kaplan; Donald R Kobayashi; Hassan Moustahfid; Barbara Muhling; Malin L Pinsky; Laurel A Smith; James T Thorson; Phoebe A Woodworth-Jefcoats","2025","Applications of species distribution modeling and future needs to support marine resource management","ICES Journal of Marine Science","82","3","","10.1093/icesjms/fsaf024","https://doi.org/10.1093/icesjms/fsaf024","Karp et al. 2025. Applications of species distribution modeling and future needs to support marine resource management. ICES Journal of Marine Science.","journal-article","Application inventory","Model application","","","Fishing-effort allocation or zone targeting","","","source_citation_not_in_zotero","Not found in the supplied Zotero bibliography. DOI was supplied in application_inventory.csv and the Crossref title matches the supplied citation (automated title coverage 1). Confirm during review."
"lehtomaki_2013","Lehtomäki & Moilanen 2013","Lehtomäki & Moilanen 2013","Joona Lehtomäki; Atte Moilanen","2013","Methods and workflow for spatial conservation prioritization using Zonation","Environmental Modelling & Software","47","","128-137","10.1016/j.envsoft.2013.05.001","https://doi.org/10.1016/j.envsoft.2013.05.001","Lehtomäki & Moilanen 2013. Methods and workflow for spatial conservation prioritization using Zonation. Environmental Modelling & Software.","journal-article","Application inventory","Model application","","","Connectivity network optimization","","","source_citation_not_in_zotero","Not found in the supplied Zotero bibliography. DOI was supplied in application_inventory.csv and the Crossref title matches the supplied citation (automated title coverage 1). Confirm during review."
"maunder_2020","Maunder et al. 2020","Maunder et al. 2020","Mark N. Maunder; James T. Thorson; Haikun Xu; Ricardo Oliveros-Ramos; Simon D. Hoyle; Laura Tremblay-Boyer; Hui Hua Lee; Mikihiko Kai; Shui-Kai Chang; Toshihide Kitakado; Christoffer M. Albertsen; Carolina V. Minte-Vera; Cleridy E. Lennert-Cody; Alexandre M. Aires-da-Silva; Kevin R. Piner","2020","The need for spatio-temporal modeling to determine catch-per-unit effort based indices of abundance and associated composition data for inclusion in stock assessment models","Fisheries Research","229","","105594","10.1016/j.fishres.2020.105594","https://doi.org/10.1016/j.fishres.2020.105594","Maunder et al. 2020. The need for spatio-temporal modeling to determine catch-per-unit-effort based indices of abundance and associated composition data for inclusion in stock assessment models. Fisheries Research.","journal-article","Application inventory","Model application","","","Harvest limit setting","","","source_citation_not_in_zotero","Not found in the supplied Zotero bibliography. DOI was supplied in application_inventory.csv and the Crossref title matches the supplied citation (automated title coverage 1). Confirm during review."
"mccune_2016","McCune et al. 2016","McCune et al. 2016","J. L. McCune","2016","Species distribution models predict rare species occurrences despite significant effects of landscape context","Journal of Applied Ecology","53","6","1871-1879","10.1111/1365-2664.12702","https://doi.org/10.1111/1365-2664.12702","McCune et al. 2016. Species distribution models predict rare species occurrences despite significant effects of landscape context. Journal of Applied Ecology.","journal-article","Application inventory","Model application","","","Targeted search for new populations","","","source_citation_not_in_zotero","Not found in the supplied Zotero bibliography. DOI was supplied in application_inventory.csv and the Crossref title matches the supplied citation (automated title coverage 1). Confirm during review."
"porfirio_2014","Porfirio et al. 2014","Porfirio et al. 2014","Luciana L. Porfirio; Rebecca M. B. Harris; Edward C. Lefroy; Sonia Hugh; Susan F. Gould; Greg Lee; Nathaniel L. Bindoff; Brendan Mackey","2014","Improving the Use of Species Distribution Models in Conservation Planning and Management under Climate Change","PLoS ONE","9","11","e113749","10.1371/journal.pone.0113749","https://doi.org/10.1371/journal.pone.0113749","Porfirio et al. 2014. Improving the use of species distribution models in conservation planning and management under climate change. PLOS ONE.","journal-article","Application inventory","Model application","","","Climate-adaptation prioritization; Climate-adaptation screening; Climate exposure or vulnerability screening; Vulnerability assessment","","","source_citation_not_in_zotero","Not found in the supplied Zotero bibliography. DOI was supplied in application_inventory.csv and the Crossref title matches the supplied citation (automated title coverage 1). Confirm during review."
"russo_2020","Russo et al. 2020","Russo et al. 2020","Luca F. Russo; Rafael Barrientos; Mauro Fabrizio; Mirko Di Febbraro; Anna Loy","2020","Prioritizing road‐kill mitigation areas: A spatially explicit national‐scale model for an elusive carnivore","Diversity and Distributions","26","9","1093-1103","10.1111/ddi.13064","https://doi.org/10.1111/ddi.13064","Russo et al. 2020. Prioritizing road-kill mitigation areas: A spatially explicit national-scale model for an elusive carnivore. Diversity and Distributions.","journal-article","Application inventory","Model application","","","Road-kill mitigation area prioritization","","","source_citation_not_in_zotero","Not found in the supplied Zotero bibliography. DOI was supplied in application_inventory.csv and the Crossref title matches the supplied citation (automated title coverage 1). Confirm during review."
